date,ticker,close,trend_bear,trend_neutral,trend_bull,vol_low,vol_mid,vol_high,stress_low,stress_mid,stress_high,ac_negative,ac_neutral,ac_positive,macro_calm,macro_neutral,macro_stress
2021-04-23,BTC,0.3911339135812155,0.0,0.0,0.0,0.9787572569242442,0.9294475470793567,0.4452668021051408,0.0,0.0,0.0,0.0,0.0,0.5035219569903447,0.9695947446474544,0.9686519318085806,0.5183821696927208
2021-04-24,BTC,0.37921193662904296,0.0,0.0,0.0,0.9837566253764676,0.9183848957564403,0.431190470468257,0.0,0.0,0.0,0.0,0.0,0.9921208517915024,0.7848730773390249,0.9808779043399928,0.796167070854531
2021-04-25,BTC,0.368354892232433,0.013337479464318437,0.0,0.0,0.9874612711478579,0.9084718383653608,0.4194009547420001,0.0,0.0,0.0,0.0,0.0,0.8192086052969196,0.7848730773390249,0.9808779043399928,0.796167070854531
2021-04-26,BTC,0.4229640316622387,0.42965629989612153,0.0,0.0,0.9898466558069758,0.9009742742739822,0.4109236775971491,0.0,0.0,0.0,0.0,0.0,0.27305542553119994,0.8851810004948835,0.9999805378941772,0.6751493146445572
2021-04-27,BTC,0.4341476494737365,0.35754836347078855,0.0,0.0,0.9930105225365038,0.888998084534297,0.3980592979361286,0.0,0.0,0.0,0.0,0.0,0.6034074654415253,0.519243596584884,0.8112738768378188,0.9779026612474837
2021-04-28,BTC,0.4323133714826267,0.0,0.0,0.35273886860466064,0.9956677681559711,0.8759602212118244,0.38487136284675216,0.0,0.0,0.0,0.0,0.0,0.469773493975729,0.4561211716829992,0.7518592889972537,0.9949883705063225
2021-04-29,BTC,0.4180240416021994,0.0,0.0,0.5990100513420091,0.9975726215283394,0.863265187827624,0.3727311387344179,0.0,0.0,0.0,0.0,0.0,0.46728402462506163,0.42896645620671137,0.7241120738300186,0.9987078209001612
2021-04-30,BTC,0.4638314133081488,0.0,0.0,0.19641067310424595,0.9998492452750043,0.8330095273639732,0.3460859110552661,0.0,0.0,0.0,0.0,0.0,0.12417298090158158,0.44362849611567473,0.7392600532864335,0.9969887279386365
2021-05-01,BTC,0.4650055725531368,0.0,0.0,0.0,0.9992283911873281,0.7973729878380794,0.31796607726004966,0.0,0.0,0.0,0.0,0.0,0.1364987256777358,0.2728857365033932,0.5367889401116841,0.9646869478291418
2021-05-02,BTC,0.4514804975026706,0.0,0.0,0.0,0.9951634565532548,0.757275233762888,0.2895473350133426,0.0,0.0,0.0,0.0,0.0,0.15200233151054982,0.27146996558341896,0.5348489029908177,0.9638251569462155
2021-05-03,BTC,0.4580228110036316,0.0,0.0,0.9388504388561192,0.9856687712739696,0.7053399065248046,0.2566259237667309,0.0,0.0,0.0,0.0,0.0,0.2249696067331467,0.261781810162737,0.5214416392425598,0.9575835946496918
2021-05-04,BTC,0.41409553273906785,0.49031390467944835,0.0,0.0,0.9835840395620012,0.6962483371305,0.25123819108715795,0.0,0.0,0.0,0.0,0.0,0.04816421058495076,0.23949139667834368,0.4896933771671216,0.9407899418323631
2021-05-05,BTC,0.46097447692090954,0.0,0.0,0.7667914508141012,0.9846484470422339,0.7008265032863595,0.2539385189836403,0.0,0.0,0.0,0.3939401750850766,0.0,0.0,0.12037547691616231,0.29402995126673354,0.7674874762755806
2021-05-06,BTC,0.4494383900052378,0.0,0.0,0.8537515923765221,0.9832491539396335,0.6948334253659728,0.2504087773068654,0.0,0.0,0.0,0.5356017366285063,0.0,0.0,0.06796746456598796,0.18784039762372506,0.6075629782341895
2021-05-07,BTC,0.45963144236886677,0.04703927677387023,0.8645961470913316,0.0,0.983248950647575,0.6948325699940211,0.2504082766197695,0.0,0.0,0.0,0.46696598325235017,0.0,0.0,0.06892142844501943,0.1899435013444002,0.6113609078306527
2021-05-08,BTC,0.47675469024605666,0.0,0.0,0.33300041137136727,0.9877042519740977,0.7147642661789188,0.2623207280120108,0.0,0.0,0.0,0.4382983784669606,0.0,0.0,0.06767063746277394,0.18718443572658347,0.6063722193840667
2021-05-09,BTC,0.4698800487325885,0.0,0.0,0.4986567036688646,0.9910653530077538,0.731915139202335,0.27298826003957555,0.0,0.0,0.0,0.46152094013298206,0.0,0.0,0.06389457607209215,0.17877266241527698,0.5908364258149883
2021-05-10,BTC,0.443047024026441,0.33448045462144127,0.026621624764495116,0.0,0.9920516013965446,0.7374513196222173,0.2765199923718282,0.0,0.0,0.0,0.43189662126039563,0.0,0.0,0.06374089036129639,0.17842761608029997,0.590188423169583
2021-05-11,BTC,0.4524965159784702,0.0,0.0,0.9695373178227564,0.992962423396353,0.7428336270421197,0.2799969332773513,0.0,0.0,0.0,0.47395730432033456,0.0,0.0,0.05423206198557613,0.15664000895493504,0.5474466803321276
2021-05-12,BTC,0.3746025039360894,0.0,0.0,0.0,0.9987474675380281,0.7902859672802239,0.312719205568067,0.0,0.0,0.0,0.561288550048343,0.0,0.0,0.048671570398199776,0.1434622971434495,0.5197107083874172
2021-05-13,BTC,0.37504129200455094,0.12236389083227861,0.0,0.0,0.9999507962154259,0.8285085496905314,0.3423584338722634,0.0,0.0,0.0,0.5599000944942543,0.0,0.0,0.0013309295564283821,0.0058880369597741995,0.060428628676273445
2021-05-14,BTC,0.37692791470092735,0.0,0.0,0.0,0.9992696368059233,0.8453756268079787,0.35662485281560863,0.0,0.0,0.0,0.5527302709001011,0.0,0.0,0.0012950298459233473,0.005736289569196037,0.05947062044980817
2021-05-15,BTC,0.3428600328034197,0.0,0.0,0.0,0.9971874378322934,0.8661999440471256,0.37548135578298947,0.0,0.0,0.0,0.5624187547852816,0.0,0.0,0.001459570654355013,0.006429231111960186,0.06381633041472495
2021-05-16,BTC,0.3391915874865389,0.0,0.0,0.0,0.9939759715703536,0.8846781988230031,0.3936018724014644,0.0,0.0,0.0,0.5715517141719136,0.0,0.0,0.0012893028538378635,0.005712052111630036,0.05931726890018652
2021-05-17,BTC,0.307171014357389,0.0,0.0,0.0,0.9890141430727759,0.903712284289648,0.41397890315795494,0.0,0.0,0.0,0.6225186857777314,0.0,0.0,0.0008399175751207264,0.003783046624379412,0.04679551568551995
2021-05-18,BTC,0.29955436174706485,0.0,0.0,0.0,0.98487210143048,0.9155833764207845,0.4277860930181784,0.0,0.0,0.0,0.6019763197244032,0.0,0.0,0.0008672574895222651,0.003902031467518577,0.047587071519260705
2021-05-19,BTC,0.23138794365319335,0.0,0.0,0.0,0.9771205081442766,0.9326362635562516,0.449533495308304,0.0,0.0,0.0,0.47180632493027996,0.0,0.0,0.0008434732799512282,0.0037985339811395574,0.046898698465340415
2021-05-20,BTC,0.2738452542220763,0.0,0.0,0.0,0.9468010738254167,0.9709104413694932,0.5123265561006856,0.0,0.0,0.0,0.9993397658503895,0.0,0.0,0.0003600005009926528,0.0016546655081503764,0.032145823596309415
2021-05-21,BTC,0.23760645037273745,0.0,0.0,0.0,0.9060771320978684,0.9931390861777029,0.5743017028516534,0.0,0.0,0.0,0.8903175233351014,0.0,0.0,0.0,0.0,0.020006002703721763
2021-05-22,BTC,0.23979452545208726,0.0,0.0,0.0,0.8647242317521899,0.9999038914202402,0.6254932315407538,0.0,0.0,0.0,0.8861379897673888,0.0,0.0,3.9272292885866736e-05,0.00018335068031065643,0.021388893772351696
2021-05-23,BTC,0.20886931784667825,0.0,0.0,0.0,0.8179967108000643,0.9961494719822145,0.6751062840603228,0.0,0.0,0.0,0.8833584713471883,0.0,0.0,0.00025698443090622436,0.0011868661745493793,0.028787745919446182
2021-05-24,BTC,0.2546962773176006,0.2842156843863102,0.0,0.0,0.7115110362174604,0.9590879254003611,0.768068081595607,0.0,0.0,0.0,0.8193825937813152,0.0,0.0,0.001795342601957424,0.007824011701844498,0.07235040468718087
2021-05-25,BTC,0.24947763193438696,0.33619184357768533,0.0,0.0,0.6075899819508441,0.8968870357832924,0.8405450374677561,0.0,0.0,0.0,0.8414710676684097,0.0,0.0,0.0009527107338260217,0.004272502074440109,0.050034739189426185
2021-05-26,BTC,0.25962774614654993,0.0,0.0,0.9166852197134909,0.5337926393791663,0.8408285511315111,0.8834606680738629,0.0,0.0,0.0,0.7653258197917296,0.0,0.0,0.0010329783941543413,0.0046185787061861485,0.05229873568034505
2021-05-27,BTC,0.2517491486792147,0.7649327980696543,0.0,0.0,0.4659790064533302,0.781773665332317,0.9171988267548377,0.0,0.0,0.0,0.759806452485368,0.0,0.0,0.006745940889783728,0.02646096942434904,0.16823132032247548
2021-05-28,BTC,0.2200270399688897,0.6535180046222843,0.0,0.0,0.39948815327074866,0.7173723513337599,0.9450791550178912,0.0,0.0,0.0,0.779869752024261,0.0,0.0,0.008261362368243333,0.0316957080749112,0.19111627780967266
2021-05-29,BTC,0.20831488449913918,0.8020430105082523,0.0,0.0,0.34327525015985166,0.6581195600006405,0.9645530101467648,0.0,0.0,0.0,0.7958985868525101,0.0,0.0,0.008944875017716966,0.03400620682871205,0.20081853021149587
2021-05-30,BTC,0.21978114158600912,0.0,0.0,0.48461219930081834,0.29008414602191374,0.5980809841590341,0.9793639817393507,0.0,0.0,0.0,0.7440612290176806,0.0,0.0,0.007938147949475572,0.030592677360746095,0.18640199106919617
2021-05-31,BTC,0.23762637013372687,0.6050175697646885,0.0,0.0,0.24221188892124385,0.5407600755825474,0.9895015615003333,0.0,0.0,0.0,0.800051758762945,0.0,0.0,0.014980722650081497,0.05335247184722065,0.27450090851661957
2021-06-01,BTC,0.2314211432548424,0.652362637185512,0.0,0.0,0.20026942591669689,0.4879646096321403,0.995719225739552,0.0,0.0,0.0,0.8093594339959697,0.0,0.0,0.014525757608602165,0.0519499588708644,0.2695454932521749
2021-06-02,BTC,0.24111088965747193,0.6534561357330373,0.0,0.0,0.192539511172018,0.47796952720752783,0.996578380681105,0.0,0.0,0.0,0.8194717058825695,0.0,0.0,0.014302812381971411,0.05125978750923339,0.26708745681925355
