date,ticker,close,mom_7d,vov_60d,dd_dur_60d,autocorr_30d,fgi_vol_30d
2021-04-23,AVAX,0.11702125971759482,0.11815406091115896,0.7918270549634405,0.037521815008726,0.7148135467002725,0.2774535259446731
2021-04-24,AVAX,0.1036990322068856,0.10828056519713927,0.6435131473721607,0.038394415357766144,0.7301826393959991,0.37322154878356817
2021-04-25,AVAX,0.10188798984610502,0.15465704846235778,0.643833702809246,0.03926701570680629,0.7541418618322824,0.37322154878356817
2021-04-26,AVAX,0.14017927970807553,0.29057654521041965,0.6463041217657858,0.04013961605584642,0.7196025973496356,0.32996689818037594
2021-04-27,AVAX,0.15206250991591308,0.2953411025152638,0.6489741698549749,0.041012216404886566,0.7767927690742209,0.4692271020876295
2021-04-28,AVAX,0.1543154053625258,0.3321333003214503,0.6491284807058194,0.0418848167539267,0.7784013112931363,0.4923374983116482
2021-04-29,AVAX,0.15176899888941775,0.36731680929254523,0.6487603324310812,0.04275741710296684,0.7786497552070936,0.5026099597341575
2021-04-30,AVAX,0.1905441853085832,0.4814979208278989,0.6525867296880645,0.04363001745200699,0.7435185450142939,0.4970334033597059
2021-05-01,AVAX,0.18265111851499288,0.5121498549671775,0.6562110609757863,0.04450261780104712,0.6932111416562198,0.568938685289153
2021-05-02,AVAX,0.17848643503093764,0.5077143069054265,0.6575818220054638,0.045375218150087264,0.7027920537017132,0.5696266644744125
2021-05-03,AVAX,0.2149056005076948,0.46271807131014575,0.658963546002501,0.046247818499127395,0.6843141260498297,0.5743948458363447
2021-05-04,AVAX,0.17060923369823894,0.32710934396398456,0.6639549879425173,0.04712041884816754,0.5489536214896198,0.5858023789189806
2021-05-05,AVAX,0.2100428367444075,0.4093123031741406,0.6710777194934504,0.047993019197207686,0.4325297601845268,0.6639067608170317
2021-05-06,AVAX,0.23181818181818187,0.465405028888081,0.6765833846031021,0.04886561954624782,0.4879883104693241,0.7191410444285748
2021-05-07,AVAX,0.23080279232111695,0.36248158619240717,0.681382241801984,0.04973821989528796,0.492812162472777,0.717873736732627
2021-05-08,AVAX,0.23495954307472633,0.3886600726833844,0.6763934344830057,0.05061082024432809,0.49059455242514644,0.719538256185499
2021-05-09,AVAX,0.23948119942884344,0.40781412555094615,0.6673944700584129,0.05148342059336824,0.4907763516236596,0.7247166817165904
2021-05-10,AVAX,0.20523560209424085,0.26856378754438376,0.6590339034558355,0.052356020942408384,0.49116052639734037,0.7249325650559505
2021-05-11,AVAX,0.22227510709186105,0.39250065773489784,0.6485184944050716,0.053228621291448515,0.47007247110758565,0.7391819915958805
2021-05-12,AVAX,0.1905441853085832,0.2507805327713217,0.6381127961375797,0.05410122164048866,0.44977981318082105,0.7484757789410516
2021-05-13,AVAX,0.2085911470728225,0.2471315529017854,0.6278749363391087,0.05497382198952879,0.4238099803696628,0.9598323894244848
2021-05-14,AVAX,0.2238537204505791,0.27396576897824737,0.6183663518205359,0.055846422338568937,0.4557458279624449,0.9606514690482254
2021-05-15,AVAX,0.20354593050928133,0.23415130540909926,0.6056345096357055,0.05671902268760908,0.4339933607567093,0.956975563040167
2021-05-16,AVAX,0.22068856100269718,0.2552212776552978,0.5925209083073132,0.05759162303664921,0.40886466890849454,0.9607830511680303
2021-05-17,AVAX,0.19744566079644615,0.2713727193322399,0.5789796647620662,0.05846422338568936,0.35444528609041204,0.971998631805992
2021-05-18,AVAX,0.2228700618752975,0.286490941107895,0.5633038922167657,0.05933682373472949,0.2373627702529752,0.9712601700739157
2021-05-19,AVAX,0.1132159289227352,0.13756642926984494,0.5643480480725848,0.060209424083769635,0.21175667806622406,0.9719021281580692
2021-05-20,AVAX,0.12935110264953198,0.1437404307468758,0.5653746155243589,0.06108202443280978,0.21034439840380426,0.9865110673277037
2021-05-21,AVAX,0.1034983341266064,0.08139246923229876,0.5656171870526618,0.06195462478184991,0.17445375205790598,0.9999999999999999
2021-05-22,AVAX,0.07946216087577344,0.05942991409772658,0.5909604797669877,0.06282722513089006,0.23547584866422416,0.9983837522503177
2021-05-23,AVAX,0.05414881802316357,0.0,0.6185030824784623,0.0636998254799302,0.3073699255754147,0.9900928313944494
2021-05-24,AVAX,0.08420593368237346,0.0744732302670465,0.6665199578318226,0.06457242582897033,0.23824625114323633,0.9500351469758218
2021-05-25,AVAX,0.08461050293511028,0.05024436310538896,0.7082208349767252,0.06544502617801048,0.24796961807561274,0.9690031935782705
2021-05-26,AVAX,0.09532762176741234,0.23679172049427744,0.7471031770743239,0.06631762652705062,0.2007757585852235,0.9669501287302017
2021-05-27,AVAX,0.08200856734888147,0.1670760461400388,0.7813044350360544,0.06719022687609075,0.18934778417398807,0.8885052298124768
2021-05-28,AVAX,0.06304140885292718,0.16918925291479395,0.8127955519527911,0.06806282722513088,0.21854105146420055,0.8766420695864682
2021-05-29,AVAX,0.0586070125337141,0.21586873757480615,0.8394809603372034,0.06893542757417104,0.21771331357621332,0.8718269807208149
2021-05-30,AVAX,0.06138346818975092,0.314561005211458,0.8624006145053471,0.06980802792321117,0.20895346108240564,0.8790255051792709
2021-05-31,AVAX,0.07425035697287007,0.2532725898046829,0.8866269699927309,0.0706806282722513,0.22394013537645524,0.8384575462535077
2021-06-01,AVAX,0.07114072663810884,0.2420192206353688,0.9009562041684853,0.07155322862129146,0.21774452350775242,0.8405551760304305
2021-06-02,AVAX,0.07858956052673331,0.23498281364203474,0.8939430601548484,0.07242582897033159,0.2558204914604165,0.8416023486498271
2021-06-03,AVAX,0.09113120736157386,0.3154138786728281,0.8863468096484979,0.07329842931937172,0.3225638209554552,0.8310148813482616
2021-06-04,AVAX,0.07506742820878946,0.3305829744007954,0.8740931569348515,0.07417102966841188,0.24919207665529358,0.7729310162740302
2021-06-05,AVAX,0.06703157226717436,0.31816736719795397,0.8591400250153317,0.07504363001745201,0.25387239619636426,0.7147161804890252
2021-06-06,AVAX,0.06824528002538473,0.31153907488230825,0.8390416629369224,0.07591623036649214,0.24998921420033732,0.7203879373110252
2021-06-07,AVAX,0.053593526891956206,0.2140335552344762,0.8223238769358283,0.07678883071553227,0.2425544515878003,0.7163804485617823
2021-06-08,AVAX,0.047691575440266545,0.20258485252493913,0.7994599298142888,0.07766143106457243,0.25641728493586324,0.7047455909039324
2021-06-09,AVAX,0.052514675551324774,0.197934610299475,0.7754743270825415,0.07853403141361257,0.267984860704154,0.706233664373752
2021-06-10,AVAX,0.042939869903220684,0.13630307612596773,0.7497672803864762,0.0794066317626527,0.2752059044499182,0.7037352745365459
2021-06-11,AVAX,0.03671267650325241,0.15357302389098496,0.7292872115734594,0.08027923211169286,0.2979718467160524,0.6904987676409022
2021-06-12,AVAX,0.03779946057432969,0.17903569986499468,0.7082545574828901,0.08115183246073299,0.2680706649632661,0.4016723242029555
2021-06-13,AVAX,0.04744566079644613,0.21040697874064035,0.6945921085992145,0.08202443280977312,0.2926941071740657,0.4016723242029555
2021-06-14,AVAX,0.050237981913374585,0.2719260614510374,0.6848151886572821,0.08289703315881328,0.32060481818705383,0.4086883562324134
2021-06-15,AVAX,0.04707282246549263,0.2828522684339823,0.6769480260178922,0.08376963350785341,0.33107690700086145,0.42013477403007216
2021-06-16,AVAX,0.042027605901951454,0.24275309669295325,0.6711445710352674,0.08464223385689354,0.34537395212342303,0.4160639558925592
2021-06-17,AVAX,0.048104077423449146,0.30830439016198996,0.676096446681021,0.08551483420593367,0.4341015520021655,0.41984360188300496
2021-06-18,AVAX,0.038553069966682535,0.2940881654275611,0.6837030396471796,0.08638743455497383,0.5423973447108229,0.41919498635424024
2021-06-19,AVAX,0.03651435824210693,0.27952422811226657,0.6926262028927056,0.08726003490401396,0.5985192798949499,0.3768345230629361
2021-06-20,AVAX,0.040750436300174525,0.2570200254146926,0.7001472804573856,0.08813263525305409,0.5226811811206543,0.3597255145961823
2021-06-21,AVAX,0.01919720767888307,0.15661737566363124,0.6999090862924674,0.08900523560209425,0.3641910434348026,0.34412557543840105
2021-06-22,AVAX,0.014263049341583373,0.14558033026579403,0.6991192966858786,0.08987783595113438,0.6294581468250341,0.39604900710568913
2021-06-23,AVAX,0.021227986673012844,0.19278336691508643,0.6972604211732092,0.09075043630017451,0.5716039136127797,0.39604900710568913
2021-06-24,AVAX,0.021521497699508174,0.17312485733262953,0.6961197475345917,0.09162303664921467,0.5738367056454632,0.3721891763533337
2021-06-25,AVAX,0.0115421227986673,0.16123727332308094,0.6998786292312116,0.0924956369982548,0.5993695086687498,0.3795562225790847
2021-06-26,AVAX,0.012200539425670315,0.1714953714740163,0.7036633989850273,0.09336823734729494,0.5335774311008054,0.3865356988882356
