Date,Ticker,mom_7d,mom_30d,ema_diff,slope_30d
2021-02-23,ADA,0.10571264367816102,1.721657943131985,0.1876403221471971,0.047846128780653335
2021-02-24,ADA,0.17595229020469483,2.0576541914422295,0.1801719156124571,0.04696565512900616
2021-02-25,ADA,0.17769733820345146,2.136935624817944,0.17422946922670057,0.04576160415389682
2021-02-26,ADA,0.34264049859042367,2.9912342666324174,0.18024463038944996,0.044302691487904645
2021-02-27,ADA,0.17777498924422774,2.8188264698189425,0.18703445549978273,0.04327381854131663
2021-02-28,ADA,0.193905035761734,2.775408609576427,0.1888211906238258,0.04170738156024064
2021-03-01,ADA,0.18161764035623462,2.561181318681319,0.18608975857267607,0.03979140268256016
2021-03-02,ADA,0.2711415116895539,2.5469180565627267,0.17625346885187088,0.036559154643796554
2021-03-03,ADA,0.15642218451507106,1.9677806047558466,0.16571072137455353,0.03388679238890922
2021-03-04,ADA,0.03294611434567418,1.6175114123017553,0.14858720464562758,0.03043958820993256
2021-03-05,ADA,-0.0675365839923413,1.6230057254067756,0.13675624396549083,0.027098611681575752
2021-03-06,ADA,-0.14080455396417102,1.5697637365138615,0.12385098126999586,0.02311901772316003
2021-03-07,ADA,-0.138419091026882,1.0965929113266686,0.11245354451090309,0.020139713154863476
2021-03-08,ADA,-0.1371550680028082,0.7629405459933167,0.10142860036192354,0.01788465741499577
2021-03-09,ADA,-0.020935557736342925,0.8109485849127958,0.09713935386822023,0.016099908762518652
2021-03-10,ADA,-0.06635836816117258,0.6745172831840089,0.08813194242815071,0.013850811343723976
2021-03-11,ADA,0.01070667661521596,0.5933505286131346,0.07950285296316101,0.011616701135632606
2021-03-12,ADA,-0.10957828622700772,0.09834408190196453,0.06535341248039124,0.010598557841963717
2021-03-13,ADA,-0.025686448184233712,0.18539592223802748,0.05835530027287166,0.009863517038360196
2021-03-14,ADA,-0.06899205604996372,0.13867310064267624,0.048808825162344305,0.008740033762511302
2021-03-15,ADA,-0.07818646734854451,0.12928947743129715,0.0392157635594217,0.007341620300428088
2021-03-16,ADA,0.043468092215168674,0.48077378976814744,0.04700370386417347,0.00658284789497024
2021-03-17,ADA,0.2157759511217454,0.5985048117664813,0.061194636934976836,0.006421530481742467
2021-03-18,ADA,0.09334697144890147,0.4129310344827586,0.061049739817024926,0.005387500634887974
2021-03-19,ADA,0.25450793066361777,0.45140461403941434,0.06457999810774802,0.0047072366790837025
2021-03-20,ADA,0.0913272727272727,0.3128103059863083,0.06016229184761226,0.00354417922091016
2021-03-21,ADA,0.1265452334121986,0.28061913351551615,0.05501410197898459,0.002265089592940062
2021-03-22,ADA,0.0683491266015539,-0.01270973755915683,0.04468088103216029,0.0016877623359993542
2021-03-23,ADA,-0.10634465755179145,0.0158789378855988,0.03707756594217775,0.0010984925166387099
2021-03-24,ADA,-0.2236601307189542,-0.025532574314284795,0.02742155380035004,0.00021048760325382716
2021-03-25,ADA,-0.10872483221476514,0.13891285591026747,0.021361019390287273,-0.0014136178046626397
2021-03-26,ADA,-0.06220553933608297,0.1574612495471963,0.024625208919379808,-0.00183504311834698
2021-03-27,ADA,-0.019725771787481583,0.09273755467030664,0.0242775882539083,-0.0023425280386701933
2021-03-28,ADA,0.0035593491957726098,-0.042798645245891165,0.024616787054121448,-0.001828968391084971
2021-03-29,ADA,0.09159328188833427,-0.08495304485472055,0.025446320586395923,-0.0008451704139075811
2021-03-30,ADA,0.08554358243982829,-0.07632447428793554,0.02643197626228925,0.00021845030976944496
2021-03-31,ADA,0.11495575386802859,-0.0805079188749257,0.025527291589981394,0.0011268022952605264
2021-04-01,ADA,0.08047645125958391,-0.031918547595682134,0.023970497886162442,0.0016258908532428271
2021-04-02,ADA,-0.019947290396969075,-0.0190666963424585,0.022896007686310647,0.002118300215425001
2021-04-03,ADA,-0.012236781726405965,0.04493927489459626,0.01992195254603256,0.001870107165738466
2021-04-04,ADA,-0.006530344671087374,0.019826068951237286,0.018700897338733962,0.0019942283951223617
2021-04-05,ADA,0.007826079724548629,0.07333923826395039,0.019540245171125053,0.002088585360432385
2021-04-06,ADA,0.03309706326481776,0.10755294492312584,0.022657099359407004,0.0023706717255212876
2021-04-07,ADA,-0.015370288025102652,0.049272226593233714,0.019565434975689463,0.0021168172818771466
2021-04-08,ADA,0.029980486074153045,0.018426328098897438,0.019980847890941303,0.002556932042204244
2021-04-09,ADA,0.010109413603589967,0.06127440160337638,0.01891798779681033,0.002514505819527682
2021-04-10,ADA,0.0473941396101103,0.08286934092324105,0.01889808761742313,0.0024772822872471205
2021-04-11,ADA,0.06893897094902113,0.22428711230827347,0.02171191848753367,0.002054010197131401
2021-04-12,ADA,0.08459316718930521,0.19482727272727263,0.026949403539434348,0.00223441953331545
2021-04-13,ADA,0.12816293929712463,0.3420940110031072,0.03694197688468063,0.0024953954376775458
2021-04-14,ADA,0.23630910283829976,0.40725294123352396,0.046482670942985464,0.0026570997868678647
2021-04-15,ADA,0.21237471909190808,0.1832794338958088,0.05479321611897853,0.004110951280863302
2021-04-16,ADA,0.17294365271503565,0.023885257806826488,0.056301321385922386,0.005856206121157634
2021-04-17,ADA,0.12365807781711258,0.11288997356111463,0.054250002523018294,0.006613680783975377
2021-04-18,ADA,0.010589212931819025,-0.01375565750652652,0.046541060322531434,0.007236982101731829
2021-04-19,ADA,-0.09115809816557752,-0.004964763507322334,0.034956284748084404,0.006914508899988444
2021-04-20,ADA,-0.10306132563046033,0.06855542716407581,0.029893731331239706,0.006888002100567875
2021-04-21,ADA,-0.17047114933972918,0.09267362687244685,0.021667954469150107,0.005993773432643459
2021-04-22,ADA,-0.22608578000270607,0.02473150064045715,0.011191894410392672,0.004825168007300817
2021-04-23,ADA,-0.17819120640617359,0.08385250042094627,0.003697994859479457,0.0034288224215257125
2021-04-24,ADA,-0.19382026578558798,0.006635633442862554,-0.005893395077843699,0.0018476515241496673
2021-04-25,ADA,-0.14537210340425866,-0.10121890957008728,-0.014234823769468682,0.0009043478610414662
2021-04-26,ADA,0.035998325659271746,0.051598429613011865,-0.011012931740983504,0.0006037595867884837
2021-04-27,ADA,0.031107673120791768,0.09788793357034198,-0.00386667846417027,0.0007059125122907006
2021-04-28,ADA,0.11160039216337925,0.11270053809496083,0.0037591592879149638,0.0009931424225535373
2021-04-29,ADA,0.14187062937062955,0.07790311001823613,0.007602381904449066,0.0011329226499381746
2021-04-30,ADA,0.16790085098303198,0.13532061984545818,0.013461449874807893,0.0013522465452677935
2021-05-01,ADA,0.22552975418680332,0.14177585172795393,0.017729421172996588,0.0014602074994254153
2021-05-02,ADA,0.2157060386694769,0.11489268727205504,0.01927715221653416,0.0014252967326753535
2021-05-03,ADA,0.10076767676767684,0.17190591716994463,0.02243762199789613,0.0013505185045074143
2021-05-04,ADA,-0.027941514200413353,0.0742263506082601,0.018944312270110987,0.0008677737468445733
2021-05-05,ADA,0.10606173854548162,0.2211586070308631,0.028825195927855044,0.0015119412495578088
2021-05-06,ADA,0.26242057720278655,0.3171725239616614,0.04595815769221365,0.0029911381600391425
2021-05-07,ADA,0.22154892107596824,0.40849870908920494,0.05843584560789373,0.003916966184012346
2021-05-08,ADA,0.1993933116306601,0.32957695651460717,0.06529881633650847,0.004827957472433422
2021-05-09,ADA,0.3313484585814426,0.4694553289906074,0.07744190404281603,0.006067366888819124
2021-05-10,ADA,0.20562325649684343,0.34894494320188585,0.078997407992556,0.006754051248146317
2021-05-11,ADA,0.388565128366672,0.39543350085077766,0.08537813530482741,0.008022039257029876
2021-05-12,ADA,0.06054872280037826,0.19408663100790524,0.07920791498155727,0.00866219686245462
2021-05-13,ADA,0.17009277787884303,0.3661271823626864,0.0915511676589639,0.011053155476549777
2021-05-14,ADA,0.21409558378705373,0.3831913544509691,0.1031333228048851,0.01374398759076587
2021-05-15,ADA,0.34131145518475114,0.47097821675010154,0.1179031254202637,0.016936119684258844
2021-05-16,ADA,0.3022702825114645,0.6314747959060634,0.13245001118736333,0.01999309804918696
2021-05-17,ADA,0.23649759483650956,0.48440812268826483,0.12975156190562878,0.021820402689846176
2021-05-18,ADA,0.13634301270417426,0.5690758303117636,0.12478627554027938,0.02291006032978588
2021-05-19,ADA,-0.06569389575633999,0.2275429049811637,0.09641382313074529,0.02132484950813785
2021-05-20,ADA,-0.06685323383084574,0.42127572243841205,0.08766337391701398,0.02137921242820018
2021-05-21,ADA,-0.22801335392894517,0.28724305820967433,0.06866195752822722,0.019953820439137317
2021-05-22,ADA,-0.32721670345842524,0.27875874125874134,0.04890898058724869,0.017695735950041713
2021-05-23,ADA,-0.4287888009738283,0.1339823589318696,0.025566161469741083,0.014723022770803534
2021-05-24,ADA,-0.23671640321071552,0.4054240300307379,0.018059355277732288,0.012420193918655526
2021-05-25,ADA,-0.22479536833699343,0.4232566663612205,0.012098201626489839,0.00990650813733588
2021-05-26,ADA,0.21332605878742417,0.43765656565656563,0.018276101055409045,0.008978907782373131
2021-05-27,ADA,-0.08075086082416971,0.26709025491847194,0.016878137726474732,0.007797214941152665
2021-05-28,ADA,-0.023236300264635523,0.1311009791464235,0.008702342678733307,0.006096787078198914
2021-05-29,ADA,-0.04101442340556427,0.07394932251397068,-0.003342613476521905,0.0036879844178914537
2021-05-30,ADA,0.19879747317147412,0.16398167307123845,-0.004248765601431957,0.0022376536388468747
2021-05-31,ADA,0.12083870967741928,0.2853654927493343,0.0031529918077459044,0.0013439458794488994
2021-06-01,ADA,0.11788565542106633,0.30873596140800474,0.008795410571485047,0.00020658726165321366
2021-06-02,ADA,-0.014445506154797227,0.28718249889884007,0.013887420912860961,-0.0008051463341429671
2021-06-03,ADA,0.11485016916384727,0.4532209796818396,0.022041156100393575,-0.0020840510019705404
2021-06-04,ADA,0.12846097931672507,0.15400729828355186,0.02155721016166971,-0.0029737298138630473
2021-06-05,ADA,0.1797704754437237,0.003638348189921814,0.01843495536484108,-0.003381933694702448
2021-06-06,ADA,0.06475779315599017,0.014579552329098577,0.016825077820013416,-0.0036902714059326653
2021-06-07,ADA,-0.09865883842744483,-0.03405095305656647,0.0100624234111923,-0.0045820569288894325
2021-06-08,ADA,-0.08892472498992099,-0.10439902621298758,0.0053883889035270345,-0.004801241119351609
2021-06-09,ADA,-0.07157522527660554,-0.008768190951714216,0.0038792341172935764,-0.0052884309266219365
2021-06-10,ADA,-0.16934915731859324,-0.13067150635208724,-0.001982958001851719,-0.005670174917209863
2021-06-11,ADA,-0.15845874568132579,-0.08429973238180188,-0.011344140751760485,-0.007208554370243473
2021-06-12,ADA,-0.10645882424022712,-0.23357172470978438,-0.016580710202860248,-0.007097812138308503
2021-06-13,ADA,-0.0718502176375887,-0.22437590313418698,-0.016622272306705606,-0.0062674662290187885
2021-06-14,ADA,0.007024714221853134,-0.2747884473877851,-0.015444618524791053,-0.004687635788570103
2021-06-15,ADA,-0.016878437322207618,-0.323884879575689,-0.0154434611458715,-0.0026663635377488525
2021-06-16,ADA,-0.08772037594446824,-0.2686758260698281,-0.018837142357086296,-0.00162792474682849
2021-06-17,ADA,-0.032750521920668074,-0.2600319425034938,-0.021450326439674306,-0.0005537901728153598
2021-06-18,ADA,-0.014473592651868428,-0.03409943394939652,-0.026729021888353955,-0.0017939473856893094
2021-06-19,ADA,-0.0642369328555008,-0.23142285904698434,-0.03235888032008592,-0.0017515743944939682
2021-06-20,ADA,-0.08370808171656174,-0.07939069257083842,-0.03425393592920363,-0.002434056925283889
2021-06-21,ADA,-0.2555013000190247,-0.19748444869779214,-0.049079542881679074,-0.004731391202840746
2021-06-22,ADA,-0.25623713991769537,-0.1196438085090189,-0.06164578741765545,-0.007767449352866146
2021-06-23,ADA,-0.15749781159517873,-0.1927741935483871,-0.06583260226409536,-0.009100461212986116
2021-06-24,ADA,-0.08242277080803984,-0.12413082668040165,-0.0622255787594754,-0.009784122122397942
2021-06-25,ADA,-0.11593588928899234,-0.29621718846607836,-0.06498912347338406,-0.010007530743657879
2021-06-26,ADA,-0.09523809523809523,-0.24353552440792658,-0.06655426006423779,-0.010572471722595185
2021-06-27,ADA,-0.06190843441071292,-0.1158395559373554,-0.062039831332511966,-0.011203273320217947
2021-06-28,ADA,0.12947189097103928,-0.05481502601753507,-0.05851284433337978,-0.012359840424255574
2021-06-29,ADA,0.18699749286764056,-0.1283093136943686,-0.05231442141752197,-0.012468142899890008
2021-06-30,ADA,0.10717710997442453,-0.20261325044609457,-0.0461320805402116,-0.01178185213382999
2021-07-01,ADA,-0.021390767421346712,-0.23325462189713764,-0.0439312207092675,-0.011255312559788531
2021-07-02,ADA,0.11380880121396064,-0.20463100262347433,-0.03799061312136905,-0.01024331984161299
2021-07-03,ADA,0.12171551792987789,-0.2388771473473147,-0.03232212232699886,-0.008731510716926707
2021-07-04,ADA,0.09230194319880414,-0.14417052175440648,-0.02420782947466639,-0.0073760375501463376
2021-07-05,ADA,0.05874811463046736,-0.15177330674883693,-0.020910532296112394,-0.0064264743996712646
2021-07-06,ADA,0.031099781500364188,-0.15586428954743314,-0.017409753239046227,-0.005258604083608943
2021-07-07,ADA,0.013498881108785055,-0.1033910211380038,-0.015139897074817861,-0.004542023607841083
2021-07-08,ADA,-0.003229925636595743,-0.16113534357418302,-0.017615710372159792,-0.004070675088508016
2021-07-09,ADA,-0.03169367560590852,-0.17046501627864108,-0.018024592538341322,-0.003210689391371267
2021-07-10,ADA,-0.049056603773585006,-0.12865344467640927,-0.01900832606977622,-0.0027537831937188228
