Date,Ticker,ret_1d,vol_7d,vol_30d,atrp_14,max_dd_30d
2021-03-23,ADA,0.013517930095324537,0.06990752546443159,0.0742086484032115,0.12210210717452807,0.21536201884294004
2021-03-24,ADA,-0.042431408378792224,0.051627946934886364,0.07465690877164874,0.12971092348933733,0.2236601307189542
2021-03-25,ADA,0.024863894033787748,0.04519068389703598,0.07103938718819598,0.1314641683617587,0.2236601307189542
2021-03-26,ADA,0.10825118656443955,0.059067428119543595,0.07180449877253631,0.12364049227004258,0.2236601307189542
2021-03-27,ADA,-0.030818646022072183,0.0540386634532653,0.07203114791727269,0.1199647706938789,0.2236601307189542
2021-03-28,ADA,0.011089583439555462,0.053982972150142264,0.06654789469146219,0.11881409228929458,0.2236601307189542
2021-03-29,ADA,0.010556129867292041,0.04506158824308145,0.06575179625405637,0.11644546041039686,0.2236601307189542
2021-03-30,ADA,0.007900930646462356,0.045105459916193046,0.06577047893882097,0.10176784078705865,0.2236601307189542
2021-03-31,ADA,-0.01648664482750073,0.04132441548548505,0.0658013376314176,0.0936012666344654,0.2236601307189542
2021-04-01,ADA,-0.0068293747011100026,0.041890096729358374,0.06499154888421742,0.08124527085980741,0.2236601307189542
2021-04-02,ADA,0.005245951493955792,0.014828298781866573,0.06497461387540596,0.07511110630910958,0.2236601307189542
2021-04-03,ADA,-0.023193667120455896,0.012879322144453803,0.06324826505852162,0.07511558796852758,0.2236601307189542
2021-04-04,ADA,0.01693077995147907,0.013833146554468573,0.06289771771242274,0.07142434152484398,0.2236601307189542
2021-04-05,ADA,0.025159467370522437,0.016279301720453093,0.06279484930908971,0.0651580883219767,0.2236601307189542
2021-04-06,ADA,0.033173791054629476,0.019780656988877036,0.06300514413969514,0.06654837973528066,0.2236601307189542
2021-04-07,ADA,-0.06262779552715658,0.030550755627382818,0.06412569395347861,0.07131719157213577,0.2236601307189542
2021-04-08,ADA,0.03891478284579808,0.03351099188740261,0.06327616658502888,0.06556260120307161,0.2236601307189542
2021-04-09,ADA,-0.014147925791053617,0.034155145228652824,0.06249038911213884,0.05725944756818041,0.2236601307189542
2021-04-10,ADA,0.012861789835359128,0.03264835160896673,0.06247497014974448,0.05522694017687733,0.2236601307189542
2021-04-11,ADA,0.03784898190509822,0.034318619247084764,0.060616711604321784,0.05532654595612134,0.2236601307189542
2021-04-12,ADA,0.04017252977721508,0.03563239260583806,0.059980174865714185,0.054978331922127505,0.2236601307189542
2021-04-13,ADA,0.07467796790711478,0.041568776189041694,0.06037729484043172,0.056718673196307946,0.2236601307189542
2021-04-14,ADA,0.027229089673335816,0.025306571150741117,0.060141898534733465,0.06253667623694914,0.2236601307189542
2021-04-15,ADA,0.018801863645135475,0.025395502091048575,0.04758109901355738,0.06375756228617815,0.2236601307189542
2021-04-16,ADA,-0.04621160871329988,0.03404156838522282,0.04504350600954643,0.07279696592338002,0.2236601307189542
2021-04-17,ADA,-0.029697352275709465,0.03887808619463034,0.0407246283383433,0.07617526477265368,0.2236601307189542
2021-04-18,ADA,-0.06658528384087958,0.047341180349131776,0.04160335036615135,0.09690820953380372,0.2236601307189542
2021-04-19,ADA,-0.06455326447025289,0.049605579154866304,0.041142419190308074,0.10891526639956944,0.2236601307189542
2021-04-20,ADA,0.06060276266220188,0.04620664636439844,0.042435978187271815,0.10280856495602841,0.2236601307189542
2021-04-21,ADA,-0.049972767959333475,0.04413435982967567,0.041369783973542726,0.10594701996187561,0.2236601307189542
2021-04-22,ADA,-0.04950231808438177,0.04070646176768271,0.04241034010256597,0.11839597902097901,0.22608578000270604
2021-04-23,ADA,0.012814685314685326,0.0435520046697945,0.04164632951676611,0.12991916770851056,0.22608578000270604
2021-04-24,ADA,-0.048150449657362815,0.04420724933088073,0.04245519432869312,0.1393979862929059,0.25391016100662966
2021-04-25,ADA,-0.010490810340294088,0.04174411756883531,0.03753215970549712,0.1433362568889005,0.2617372480043296
2021-04-26,ADA,0.13396866122972617,0.0641582931399259,0.04445577856760505,0.13141818181818182,0.2617372480043296
2021-04-27,ADA,0.05559595959595964,0.06358247952842855,0.04544429073781105,0.12196388928380045,0.2617372480043296
2021-04-28,ADA,0.02419046160912508,0.059357719947539835,0.04557423985923031,0.1140513384515178,0.2617372480043296
2021-04-29,ADA,-0.023619104566858562,0.05580484284017143,0.04584826089794519,0.1201151562209512,0.2617372480043296
2021-04-30,ADA,0.035902931945188676,0.0559284719864247,0.046049600115343745,0.11068683754908996,0.2617372480043296
2021-05-01,ADA,-0.0011823825007389877,0.04930569845198437,0.04601122722294251,0.10827907664989642,0.2617372480043296
2021-05-02,ADA,-0.01842261023971581,0.05031829096011547,0.04621082675099281,0.09668996112804056,0.2617372480043296
2021-05-03,ADA,0.026758121655234834,0.027185319232861525,0.046076113757489684,0.08924061916647438,0.2617372480043296
