Date,Ticker,trend_bear,trend_neutral,trend_bull,vol_low,vol_mid,vol_high,stress_low,stress_mid,stress_high,ac_negative,ac_neutral,ac_positive,macro_calm,macro_neutral,macro_stress
2021-05-26,ADA,0.0,0.0,0.0,0.00030568268070268665,0.0016979416833173778,0.027998557922865118,0.0,0.0,0.0,0.886911813927841,0.0,0.0,0.002448253679409396,0.012224178985377598,0.10599227864906455
2021-05-27,ADA,0.7260465299851818,0.0,0.0,0.00015955119696034183,0.0009519860605613981,0.018097434688210685,0.0,0.0,0.0,0.858899286838022,0.0,0.0,0.008153122399718025,0.03389967439146167,0.21535651580732235
2021-05-28,ADA,0.3268705122726822,0.04784440435710231,0.0,8.180247612471564e-05,0.000523899775642607,0.011464563544187614,0.0,0.0,0.0,0.902994048069682,0.0,0.0,0.009666396921852971,0.03909441497807514,0.23694488913404751
2021-05-29,ADA,0.6255613797503177,0.0,0.0,4.2993128251732707e-05,0.00029408661284556004,0.007335344072540857,0.0,0.0,0.0,0.946188178600762,0.0,0.0,0.01034894121247289,0.04138725946428468,0.2460974447845377
2021-05-30,ADA,0.0,0.0,0.0,2.1947417073801146e-05,0.00016046743413173603,0.004569089099813229,0.0,0.0,0.0,0.9245044967734887,0.0,0.0,0.009343640413475452,0.037999812400630446,0.23249769790900052
2021-05-31,ADA,0.0,0.0,0.2899256723078147,1.2106746098559556e-05,9.372954051727483e-05,0.002990223397358147,0.0,0.0,0.0,0.9701931414791745,0.0,0.0,0.016376237625633026,0.060585701793441804,0.31560522915957556
2021-06-01,ADA,0.0,0.0,0.3260129307933575,7.122496976844073e-06,5.7955240962243116e-05,0.0020411544504445093,0.0,0.0,0.0,0.9701119337251635,0.0,0.0,0.015921917150755954,0.05919390526492797,0.31093057093582166
2021-06-02,ADA,0.17917607357009785,0.47807007775369104,0.0,6.594235284714934e-06,5.404103411664092e-05,0.0019304834893476318,0.0,0.0,0.0,0.9699826675392048,0.0,0.0,0.015699287779265995,0.05850900742698181,0.3086117985197363
2021-06-03,ADA,0.0,0.0,0.3631075344424168,7.317632253071087e-06,5.939389318014592e-05,0.002081421007343503,0.0,0.0,0.0,0.9992728190878721,0.0,0.0,0.01808138923641187,0.0657424404943144,0.33250842887895515
2021-06-04,ADA,0.0,0.0,0.19677912272160836,9.128568552773056e-06,7.257978102576476e-05,0.002441337896365778,0.0,0.0,0.0,0.916182029313813,0.0,0.0,0.03757781547852035,0.11931267463501297,0.4793090786492436
2021-06-05,ADA,0.0,0.0,0.0,1.15512174941115e-05,8.982774302024108e-05,0.002891219819642696,0.0,0.0,0.0,0.9289405012647727,0.0,0.0,0.07266029302516673,0.20140048106671174,0.6422975506933062
2021-06-06,ADA,0.0,0.0,0.9752522375956502,1.4673089486675772e-05,0.00011153576164480061,0.003431045957006721,0.0,0.0,0.0,0.9280617029491608,0.0,0.0,0.06836091807721933,0.1920077196132634,0.6262704707401637
2021-06-07,ADA,0.4448998468101147,0.0,0.0,1.8824685676889973e-05,0.0001397030733249009,0.004097493045846887,0.0,0.0,0.0,0.9330663372631428,0.0,0.0,0.0713766160715838,0.19861213971102554,0.6375990079975469
2021-06-08,ADA,0.5977207720556985,0.0,0.0,2.8961707470454926e-05,0.00020606764831965674,0.005558565599439577,0.0,0.0,0.0,0.9504027204952765,0.0,0.0,0.08074678839321157,0.21866786902912982,0.6703322568510053
2021-06-09,ADA,0.8700996194724686,0.0,0.0,4.455088695206691e-05,0.00030365104920961864,0.007520101359134486,0.0,0.0,0.0,0.9649416971524494,0.0,0.0,0.07949601106602924,0.2160294616839787,0.6661634180165373
2021-06-10,ADA,0.0,0.0,0.0,6.691009356043962e-05,0.00043753066263984967,0.009978757452093376,0.0,0.0,0.0,0.9819171844118351,0.0,0.0,0.08160494659016614,0.22047147165396544,0.6731589963332941
2021-06-11,ADA,0.0,0.0,0.0,9.743636139865632e-05,0.0006127182580639909,0.012929572772860332,0.0,0.0,0.0,0.8163657108253486,0.0,0.0,0.09353518865729221,0.24501789196882826,0.7098524947173452
2021-06-12,ADA,0.32244380020018004,0.0,0.0,0.0001291259802260613,0.0007881456737924356,0.015674578358414255,0.0,0.0,0.0,0.9894624050251308,0.0,0.0,0.7095985650960019,0.9474466524835173,0.8732315281749895
2021-06-13,ADA,0.8657823709309712,0.0,0.0,0.0001626691941669561,0.0009685627421043191,0.018336195852643934,0.0,0.0,0.0,0.9761259033032724,0.0,0.0,0.7095985650960019,0.9474466524835173,0.8732315281749895
2021-06-14,ADA,0.0,0.4920127556706541,0.16245757138812003,0.00018887064765239179,0.0011064850906681257,0.020282957085626975,0.0,0.0,0.0,0.9480222683649241,0.0,0.0,0.6902322605598299,0.9368001453913508,0.8877774020430679
2021-06-15,ADA,0.2200518350409022,0.3590012613591342,0.0,0.0002071234379061197,0.0012012408510077713,0.021582878635323342,0.0,0.0,0.0,0.9697976542311544,0.0,0.0,0.6582467537396599,0.9175708075491412,0.909931928228444
2021-06-16,ADA,0.6166284760418907,0.0,0.0,0.00022772641967325574,0.0013070335425968214,0.02300206534279829,0.0,0.0,0.0,0.9584379806456974,0.0,0.0,0.6696677633804015,0.9246664782301259,0.9022854741506475
2021-06-17,ADA,0.4867192824318026,0.0,0.0,0.00022309323678081593,0.0012833445298057247,0.02268706478740851,0.0,0.0,0.0,0.8768306987254569,0.0,0.0,0.659065059407847,0.9180875378363952,0.909393766631765
2021-06-18,ADA,0.17964795578781584,0.47669551113720243,0.0,0.000202655893751508,0.00117814182766924,0.0212686058418663,0.0,0.0,0.0,0.5647375928427038,0.0,0.0,0.6608871860469752,0.9192335455579346,0.9081900665073622
2021-06-19,ADA,0.9853073006561328,0.0,0.0,0.00017956605162729034,0.0010577768448425536,0.019603234097172996,0.0,0.0,0.0,0.0,0.0,0.100184750289705,0.7759093061368042,0.9776507652394082,0.8165533237690275
2021-06-20,ADA,0.6796195763821143,0.0,0.0,0.00016364149424559236,0.0009737244253246564,0.018410321235514206,0.0,0.0,0.0,0.14199479619861355,0.5982661131933249,0.0,0.8187265992034723,0.9912298262205338,0.7735907908241744
2021-06-21,ADA,0.0,0.0,0.0,0.00017946375884980253,0.0010572397562356474,0.01959569319206079,0.0,0.0,0.0,0.3945471109850443,0.0,0.0,0.8550542960922937,0.9982079849771881,0.7323065194568575
2021-06-22,ADA,0.0,0.0,0.0,0.00019585525358138429,0.0011428650294885174,0.020785436124821876,0.0,0.0,0.0,0.0,0.0,0.16146074265921875,0.7249502621171992,0.9553266429763584,0.8610779504456518
2021-06-23,ADA,0.0,0.0,0.0,0.00021848592023034267,0.0012597303901946831,0.022371490898645385,0.0,0.0,0.0,0.0,0.0,0.06167731772523289,0.7249502621171992,0.9553266429763584,0.8610779504456518
2021-06-24,ADA,0.69979834289529,0.0,0.0,0.0002547180033186931,0.0014439494627151877,0.0247934287074826,0.0,0.0,0.0,0.0,0.0,0.3939867468385253,0.7878053509928508,0.9819386912033335,0.8051657720078136
2021-06-25,ADA,0.17365841171458093,0.0,0.0,0.0002673784171714137,0.001507568753486685,0.02560987648740569,0.0,0.0,0.0,0.0,0.0,0.5497039662040734,0.7688550058141621,0.9749340750891252,0.8231200242482399
2021-06-26,ADA,0.49860387877760237,0.0,0.0,0.0002832595752876574,0.0015868692243347973,0.026614450454236695,0.0,0.0,0.0,0.0,0.0,0.2847462891554114,0.7505026947224204,0.9672877203944499,0.8395820266380767
2021-06-27,ADA,0.9766023880020535,0.0,0.0,0.00030236179974860373,0.00168155506179154,0.02779597319932803,0.0,0.0,0.0,0.0,0.0,0.017315171427826903,0.7745214156538354,0.9771263267025923,0.8178560503869986
2021-06-28,ADA,0.0,0.0,0.1844254620677947,0.00032294268100958005,0.0017827711585502873,0.029038757469617423,0.0,0.0,0.0,0.0,0.0,0.4904664061741468,0.7757784165445406,0.9776015185640746,0.8166764088391538
2021-06-29,ADA,0.0,0.0,0.0,0.0003470762025791013,0.0019004756617172296,0.030459515697806867,0.0,0.0,0.0,0.19140247800584667,0.4584811310538104,0.0,0.8295776409641173,0.9937965526525008,0.7617727425047383
2021-06-30,ADA,0.0,0.0,0.4568747484202406,0.0003734965859687813,0.0020282033861889937,0.03197360189693654,0.0,0.0,0.0,0.20174231240690615,0.4292275106812382,0.0,0.8667293339047042,0.9993837907084342,0.7178994374543888
2021-07-01,ADA,0.29586365054995467,0.13816566548080872,0.0,0.000414040500666513,0.002222105082537055,0.03422168951415483,0.0,0.0,0.0,0.22362825270183712,0.3673074678593641,0.0,0.8687093267491659,0.9995249390332507,0.7153935909526735
2021-07-02,ADA,0.0,0.0,0.3758333806761158,0.0004760538796536663,0.00251427413510787,0.037506363961367306,0.0,0.0,0.0,0.3326443686302258,0.05887737641277142,0.0,0.8382622233778867,0.9955656133918501,0.7520108870683754
2021-07-03,ADA,0.0,0.0,0.27921079770615115,0.0005372545539717178,0.002798010757404845,0.04059217931591384,0.0,0.0,0.0,0.146518403085761,0.585467854202078,0.0,0.8322005519539644,0.9943583142749518,0.7588537063770932
2021-07-04,ADA,0.0,0.0,0.6386539985957311,0.0005469970387785035,0.002842795028777848,0.04107072299990868,0.0,0.0,0.0,0.19895595890585863,0.43711070536132707,0.0,0.8322005519539644,0.9943583142749518,0.7588537063770932
2021-07-05,ADA,0.0,0.0,0.9400942512034995,0.0004675064174832593,0.0024742971783791273,0.03706367838584204,0.0,0.0,0.0,0.2424551405626172,0.3140421437822382,0.0,0.8365529269903969,0.9952382205191084,0.7539543426629528
2021-07-06,ADA,0.0,0.0,0.5244147365569284,0.00039680042522950953,0.00213995179889416,0.03327629666688984,0.0,0.0,0.0,0.21980680942978822,0.3781191546252936,0.0,0.8119922395907893,0.9894478310774159,0.7807243684869324
2021-07-07,ADA,0.0,0.1876535727608376,0.25979358570178684,0.00032715870257093885,0.001803408106438082,0.0292897089146428,0.0,0.0,0.0,0.1946898962015982,0.4491803163430305,0.0,0.7694853770679911,0.97518198146008,0.8225387372065811
2021-07-08,ADA,0.0,0.9740969933587247,0.008283947279321188,0.00025918677351138055,0.0014664472249025194,0.02508325480042199,0.0,0.0,0.0,0.19778037920783645,0.4404366737346813,0.0,0.7186462001140803,0.9521520180893772,0.866136400586635
2021-07-09,ADA,0.4689631706058405,0.0,0.0,0.00018875952518392325,0.0011059050495386582,0.020274910154117427,0.0,0.0,0.0,0.17002169888080187,0.5189719640336681,0.0,0.7190984924484063,0.9523826495484066,0.8657766339111616
2021-07-10,ADA,0.7606783328445158,0.0,0.0,0.0001379109398499601,0.0008358649187933573,0.016392765173936105,0.0,0.0,0.0,0.3279921624836806,0.07203947042967697,0.0,0.7571620968751483,0.9701567929838238,0.8337103478361181
2021-07-11,ADA,0.7799435637332094,0.0,0.0,9.108046858333133e-05,0.0005768157291651665,0.012344305862945677,0.0,0.0,0.0,0.2588302689223409,0.2677133758342319,0.0,0.7571620968751483,0.9701567929838238,0.8337103478361181
2021-07-12,ADA,0.9728075116257233,0.0,0.0,6.24922873040809e-05,0.0004115217697692651,0.00951748534560789,0.0,0.0,0.0,0.3544735150887394,0.0,0.0,0.7763019200063974,0.9777982188550501,0.8161838358323854
2021-07-13,ADA,0.3225963648728566,0.0,0.0,4.340621958924385e-05,0.0002966264779956845,0.007384545969188488,0.0,0.0,0.0,0.37287421392746606,0.0,0.0,0.7763019200063974,0.9777982188550501,0.8161838358323854
2021-07-14,ADA,0.4227260520323646,0.0,0.0,3.067434156096145e-05,0.0002170166857673419,0.005788165764968454,0.0,0.0,0.0,0.3717035298035982,0.0,0.0,0.7960735045562486,0.9846935916156473,0.7970106357012611
2021-07-15,ADA,0.7965156410968636,0.0,0.0,2.1759048542746794e-05,0.0001592238971431306,0.004541258022611866,0.0,0.0,0.0,0.3939691763198529,0.0,0.0,0.8761789980628183,0.9998957893826006,0.70576609207572
2021-07-16,ADA,0.0,0.0,0.0,1.6084220728019664e-05,0.00012119038794387015,0.003663354465068433,0.0,0.0,0.0,0.340825722104486,0.035730563863693394,0.0,0.8859550245130098,0.9999710003554776,0.6927229997191613
2021-07-17,ADA,0.07190978017488502,0.0,0.0,1.1891377746012401e-05,9.221904269411573e-05,0.0029520070582356728,0.0,0.0,0.0,0.3457129253299195,0.021903612454704405,0.0,0.8859550245130098,0.9999710003554776,0.6927229997191613
2021-07-18,ADA,0.04721872148649234,0.0,0.0,1.085936962893735e-05,8.494226234369249e-05,0.002765897616860154,0.0,0.0,0.0,0.37852144978939906,0.0,0.0,0.8736712138699215,0.9998003821440564,0.7090296794919154
2021-07-19,ADA,0.0,0.0,0.0,1.2695162075592704e-05,9.784294989942044e-05,0.0030936082792482967,0.0,0.0,0.0,0.37233631259296324,0.0,0.0,0.8579420469360903,0.9985518855964061,0.7287998858960777
2021-07-20,ADA,0.0,0.0,0.0,1.8281675332042943e-05,0.00013605791247458165,0.004013100714567437,0.0,0.0,0.0,0.0,0.0,0.07362069612533238,0.8427025274151841,0.996367090236851,0.7469101018990534
2021-07-21,ADA,0.8456873557189001,0.0,0.0,3.43635777601049e-05,0.00024039078722850528,0.006269447296610471,0.0,0.0,0.0,0.5111174729767474,0.0,0.0,0.7882991321198053,0.9821084982324074,0.804684369550322
2021-07-22,ADA,0.48746503880933734,0.0,0.0,6.690506835580951e-05,0.00043750118625824204,0.009978238584491877,0.0,0.0,0.0,0.33148215491519806,0.062165529539066566,0.0,0.8239545869631577,0.9925144667271797,0.7679479321724642
2021-07-23,ADA,0.0,0.0,0.5306860875489338,0.00016247328115791564,0.0009675222628343831,0.018321241235811064,0.0,0.0,0.0,0.8634909503720132,0.0,0.0,0.8319760630339987,0.9943111523597215,0.7591045164785493
2021-07-24,ADA,0.0,0.0,0.8341603756456016,0.00040161561324531593,0.0021629405937495243,0.03354186832869444,0.0,0.0,0.0,0.40126358606474155,0.0,0.0,0.8756229018420858,0.9998772256126811,0.7064925833814925
2021-07-25,ADA,0.0,0.0,0.6562907616579998,0.0010582629216386082,0.005083906209620182,0.06281924580327974,0.0,0.0,0.0,0.43493590689756917,0.0,0.0,0.8756229018420858,0.9998772256126811,0.7064925833814925
2021-07-26,ADA,0.0,0.0,0.3230370328291789,0.0022169640775780313,0.009706637603641209,0.09974102163518113,0.0,0.0,0.0,0.466033589113881,0.0,0.0,0.9084172832540532,0.9981145654801811,0.6605440898514031
2021-07-27,ADA,0.0,0.0,0.0,0.004886951290592712,0.019252178068892126,0.1603668019152153,0.0,0.0,0.0,0.39452977390931565,0.0,0.0,0.8888627994139967,0.9998974762599278,0.6887395100014007
2021-07-28,ADA,0.0,0.0,0.5519900881519395,0.010611450753667432,0.037391715809857035,0.24953156949959407,0.0,0.0,0.0,0.35816106576306816,0.0,0.0,0.6606494605264975,0.9190843910287878,0.9083475291122138
2021-07-29,ADA,0.0,0.0,0.735884510559664,0.025559534521515687,0.07839973195471557,0.3971277986101887,0.0,0.0,0.0,0.4028683815616041,0.0,0.0,0.6606494605264975,0.9190843910287878,0.9083475291122138
2021-07-30,ADA,0.0,0.0,0.7233781904811094,0.06211379519970109,0.16263002210641422,0.6014051037910313,0.0,0.0,0.0,0.36855229457864536,0.0,0.0,0.6606494605264975,0.9190843910287878,0.9083475291122138
2021-07-31,ADA,0.0,0.0,0.9081077246201982,0.15021388008414646,0.3267870164520618,0.8361968119793918,0.0,0.0,0.0,0.18220757712912322,0.4844954876844675,0.0,0.6325007236572739,0.9006680637332992,0.926102077899694
2021-08-01,ADA,0.0,0.0,0.9130610629543872,0.23776154484640644,0.46158137905152313,0.9419031726039202,0.0,0.0,0.0,0.2349476658737852,0.3352824079862066,0.0,0.6843869220025098,0.9334365870651341,0.8919986490404317
2021-08-02,ADA,0.0,0.0,0.6941136025079472,0.30386598293086703,0.5509089865518421,0.9812660565854108,0.0,0.0,0.0,0.2827256877361895,0.2001080851196805,0.0,0.5551450435366725,0.842633903069862,0.9657318366565836
2021-08-03,ADA,0.0,0.0,0.9101691874076208,0.3601258640818581,0.6200708875774588,0.9967894050410865,0.001538259418720339,0.0,0.0,0.11629842351412072,0.67096669062107,0.0,0.5585047992195642,0.8453746944152339,0.9642958856442045
2021-08-04,ADA,0.0,0.0,0.9218687560300525,0.39091971358098393,0.6555130740115637,0.9997670481087827,0.016729760533689568,0.0,0.0,0.04926208000711641,0.8606269567389012,0.0,0.528207803293442,0.819946570318186,0.9762698239048206
2021-08-05,ADA,0.0,0.0,0.8132077466461286,0.41060273587798557,0.6773184445731949,0.9998914189032525,0.03173485815566642,0.0,0.0,0.03730188873006552,0.8944649159973537,0.0,0.5587291176795691,0.8455569832815384,0.9641990660152349
2021-08-06,ADA,0.0,0.0,0.9117128857236962,0.4064078393185544,0.6727257149632477,0.9999750606804465,0.046558071325251825,0.0,0.0,0.08318559341682177,0.7646500247592463,0.0,0.5960483517741846,0.8746511163960999,0.9464683827429804
2021-08-07,ADA,0.0,0.0,0.3457105400995362,0.41621396976272895,0.6834160977713278,0.999688827310488,0.06120375671439808,0.0,0.0,0.0,0.0,0.12406272390467005,0.47614466374419334,0.7725065843751486,0.9914851377326049
2021-08-08,ADA,0.0,0.0,0.7316706177410143,0.4127083426586579,0.6796127018578513,0.9998274826384055,0.075676116312964,0.0,0.0,0.09406191163165584,0.7338785760331965,0.0,0.47078596322195615,0.7673535636280259,0.9926434538449633
2021-08-09,ADA,0.0,0.0,0.21420401889931345,0.4121115929637201,0.6789632345923492,0.9998470835724192,0.08997920466571864,0.0,0.0,0.20050416187055684,0.4327305054439733,0.0,0.39910426742377775,0.6934541643837835,0.9999796239837908
2021-08-10,ADA,0.0,0.0,0.0,0.4298354170145382,0.6980022246575228,0.9987757305296368,0.10411693569100985,0.0,0.0,0.0,0.0,0.37149669056008383,0.38890776528022347,0.6821711213185058,0.9996788489722086
2021-08-11,ADA,0.0,0.0,0.0,0.4439824137743548,0.7128301852162866,0.9972167703341558,0.11809308910975018,0.0,0.0,0.0,0.0,0.993533388472798,0.39180235628974946,0.6853942509678767,0.9998012267313576
2021-08-12,ADA,0.0,0.0,0.0,0.4485133421869327,0.7175106542008304,0.9965900345122488,0.1319113165111714,0.0,0.0,0.0,0.0,0.9981429245539146,0.41702931926879966,0.7128150847961285,0.999650849409403
2021-08-13,ADA,0.0,0.0,0.0,0.44114250387969023,0.7098796354697935,0.9975784155968942,0.1455751470796883,0.0,0.0,0.0,0.0,0.9014846353574215,0.4155798553821673,0.7112717466813104,0.9997168734629277
2021-08-14,ADA,0.0,0.0,0.0,0.4346187965716896,0.7030522594820545,0.9983169667540921,0.15908799300533105,0.0,0.0,0.0,0.0,0.5255417185753799,0.4090058091851687,0.7042230066850615,0.9999301528110282
2021-08-15,ADA,0.0,0.0,0.0,0.4280657083964719,0.696124395062063,0.9989274835932067,0.17245315459852037,0.0,0.0,0.0,0.0,0.4058994086327073,0.38134124978469686,0.6736699708448671,0.9992174904241908
2021-08-16,ADA,0.0,0.0,0.0,0.41800892457683825,0.6853556440489063,0.9996023774239651,0.1856738251283403,0.0,0.0,0.0,0.0,0.5526570088026086,0.42846800915604183,0.7248587791268758,0.9988938441161637
2021-08-17,ADA,0.0,0.0,0.0,0.39992316801729283,0.6655681671399925,0.9999881385920091,0.198753095402073,0.0,0.0,0.0,0.0,0.9438771716184167,0.42932505994876224,0.7257514960193261,0.9988204953144451
2021-08-18,ADA,0.0,0.0,0.0,0.37991673327456554,0.6430376393683617,0.9991074150402632,0.21169395810241398,0.0,0.0,0.05124345404019503,0.8550212224948581,0.0,0.43604854674357424,0.7327083200940339,0.9981661815000308
2021-08-19,ADA,0.0,0.0,0.0,0.3465800384351566,0.6039522010943383,0.9943156883505673,0.21169395810241398,0.0,0.0,0.0,0.0,0.9568728367661605,0.4509367294815407,0.7478217967824291,0.996229944688792
2021-08-20,ADA,0.0,0.0,0.0,0.32118562472537526,0.5728322381511696,0.9875736636621054,0.21169395810241398,0.0,0.0,0.0,0.0,0.9961898744980265,0.5306598553289323,0.8220641225319507,0.9753833142529835
2021-08-21,ADA,0.0,0.0,0.39086381898937517,0.29475863572130145,0.5391454654663017,0.9773469202280433,0.21169395810241398,0.0,0.0,0.0,0.0,0.9889344555724203,0.5642002604826596,0.8499757245754817,0.9618010880961106
2021-08-22,ADA,0.0,0.0,0.0,0.27606317219719795,0.5144713435109166,0.9678998486261992,0.21169395810241398,0.0,0.0,0.0,0.0,0.8009693892357611,0.5532329880624521,0.841065286119167,0.9665371482352366
